pos_triplet
"student, climb, ship"
"infant, tear, tree"
"glove, hold, stick"
"spatula, capsize, pan"
"ship, vent, water"
"mud, knead, water"
"water, dump, water"
"dolphin, kiss, fish"
"pencil, hang, shirt"
"child, fold, cloth"
"ice, warm, food"
"ant, pet, cat"
"knife, damage, rabbit"
"wood, chop, onions"
"woman, grasp, skyscraper"
"man, pet, infant"
"girl, catch, desert"
"monkey, grasp, cup"
"knife, damage, oil"
"man, crush, child"
"rabbit, erect, building"
"chair, rub, rain"
"fist, tap, spatula"
"cloth, absorb, concrete"
"man, pack, purse"
"dog, ride, cat"
"infant, pet, cat"
"ant, kiss, elephant"
"hand, rip, book"
"straw, bend, egg"
"laptop, absorb, rock"
"girl, roll, wheels"
"fist, clench, fist"
"leather, feed, worm"
"witch, bake, air"
"woman, eat, shovel"
"dog, eat, rabbit"
"bear, bury, dentist"
"freezer, warm, foot"
"elephant, heave, log"
"dog, fold, silk"
"ape, kiss, woman"
"dog, draw, laptop"
"elephant, tear, wool"
"infant, spill, apple"
"pebbles, chafe, nail"
"shirt, absorb, sand"
"girl, grab, stairs"
"faucet, squirt, blood"
"donkey, kick, milk"
"chisel, scrape, bone"
"rock, crash, cup"
"tree, leak, gas"
"girl, choke, dog"
"butterfly, swallow, pillow"
"paper, sharpen, plastic"
"girl, swallow, desk"
"hand, seize, spatula"
"bug, climb, air"
"policeman, clean, rice"
"sun, warm, skin"
"ant, snatch, rabbit"
"elephant, fill, cup"
"cheetah, eat, apple"
"girl, shove, book"
"straw, bend, body"
"pillow, cover, pea"
"branch, slash, cleaver"
"policeman, halt, ball"
"woman, drink, cup"
"cat, vomit, ant"
"gorilla, lick, hand"
"girl, slide, ice"
"chisel, etch, house"
"man, eat, laptop"
"horse, grasp, elephant"
"casket, cover, head"
"man, swallow, ant"
"wolf, chew, skyscraper"
"man, lengthen, rock"
"worm, seize, car"
"scissors, cut, worm"
"stairs, curb, scooter"
"chair, rub, shirt"
"pen, pierce, shirt"
"wool, trim, tree"
"child, spill, cream"
"elephant, cook, egg"
"cat, squash, grape"
"monkey, kiss, bottle"
"claw, rip, wool"
"person, grope, fire"
"wind, crush, pebbles"
"student, beat, man"
"man, fish, bike"
"spatula, knead, water"
"cup, cook, egg"
"ant, tug, leaf"
"man, toss, air"
"rope, yank, closet"
"dog, shake, cat"
"fish, shove, child"
"gorilla, climb, rabbit"
"wind, draw, picture"
"woman, vomit, cat"
"bag, contain, dolphin"
"rock, fracture, leg"
"ice, chill, soda"
"cat, flip, man"
"house, curb, train"
"monkey, rotate, car"
"water, wet, bag"
"truck, haul, trash"
"pin, pierce, cheese"
"car, push, child"
"table, squirt, oil"
"stick, shove, snake"
"chef, erect, cake"
"elephant, move, ocean"
"dog, vomit, cat"
"woman, climb, dog"
"cat, pet, table"
"room, vent, milk"
"sword, hurt, leg"
"man, exhale, air"
"hand, smash, laptop"
"dentist, erect, cake"
"girl, drive, elephant"
"dog, seize, cat"
"infant, pull, air"
"hand, fasten, house"
"ant, smash, rock"
"man, toss, shirt"
"woman, fix, wheel"
"brick, hurt, wolf"
"oil, fry, wolf"
"fire, heat, sand"
"paper, sharpen, knife"
"cat, wrestle, dog"
"dentist, tear, knife"
"sun, warm, fire"
"shirt, smash, table"
"cream, fill, tub"
"chef, bend, pin"
"toe, stroke, hand"
"woman, exhale, cream"
"wind, curb, skyscraper"
"scissors, destroy, shirt"
"man, choke, ant"
"dog, climb, stairs"
"policeman, bend, lamp"
"dog, exhale, feather"
"wrestler, lift, man"
"cotton, trim, tree"
"water, clean, house"
"man, enter, cup"
"hand, tear, table"
"wind, strike, car"
"pillow, hurt, head"
"ant, toss, pebbles"
"man, burn, rug"
"rabbit, hug, smoke"
"lake, halt, boat"
"infant, clench, skyscraper"
"bottle, ejaculate, soda"
"horse, bite, worm"
"hand, hurl, purse"
"dentist, clip, hay"
"man, tackle, lion"
"shovel, dig, wind"
"cup, kiss, remote"
"dog, tackle, rabbit"
"child, throw, sofa"
"rabbit, catch, bird"
"sand, create, house"
"hand, rotate, milk"
"man, exhale, oil"
"boy, pluck, feather"
"scissors, clip, rock"
"hand, shove, smoke"
"sun, warm, pebbles"
"shark, fish, pole"
"cat, steal, cloth"
"gorilla, chew, apple"
"shirt, absorb, milk"
"knife, slice, rabbit"
"ac, cool, chair"
"knife, slash, purse"
"finger, lengthen, rubber"
"tube, ejaculate, rock"
"pet, carry, hat"
"dolphin, grip, dog"
"child, pull, boat"
"monkey, pluck, graph"
"child, tackle, bus"
"child, spill, sand"
"ant, slide, pebbles"
"rock, attack, victim"
"air, draw, picture"
"oven, chill, cake"
"dog, stretch, table"
"finger, tap, water"
"shark, fish, fish"
"girl, sew, blanket"
"spatula, grope, cloud"
"knife, hurt, foot"
"girl, dampen, air"
"purse, catch, pin"
"girl, bake, beans"
"smoke, catch, rock"
"beak, tap, bag"
"oil, rub, mud"
"dog, close, chair"
"arm, hold, dog"
"dolphin, poison, chair"
"oil, wet, house"
"wolf, haul, cat"
"man, shove, child"
"cloud, poke, bread"
"screwdriver, scrape, lake"
"horse, break, laptop"
"scissors, fracture, bone"
"witch, bake, turkey"
"man, kick, elephant"
"clay, mask, face"
"stove, destroy, apple"
"infant, toss, bear"
"monkey, drain, ocean"
"chef, cover, cloud"
"finger, hook, cup"
"toe, push, cloud"
"policeman, bite, oil"
"grass, destroy, house"
"hand, grip, oven"
"dog, pull, rope"
"snow, warm, water"
"spoon, bend, desert"
"chef, drag, wood"
"monkey, steal, mountain"
"infant, film, water"
"dentist, sew, mittens"
"son, catch, house"
"man, clip, grass"
"mud, fill, sink"
"horse, knit, wool"
"sword, slice, table"
"beak, scratch, oil"
"monkey, shove, dolphin"
"smoke, hit, brother"
"hand, spin, house"
"chef, fold, paper"
"ant, sew, curtain"
"monkey, breed, pebbles"
"rice, pierce, board"
"knife, rip, purse"
"child, steal, air"
"horse, yank, wolf"
"girl, crush, pillow"
"man, flip, rabbit"
"monkey, attack, grape"
"turtle, feed, arm"
"man, damage, air"
"dentist, close, door"
"pencil, hang, rope"
"man, haul, woman"
"bat, strike, water"
"girl, hurt, leg"
"girl, drink, ocean"
"ice, heat, clown"
"cloth, mask, table"
"horse, knit, shirt"
"stick, hang, paper"
"food, poison, laptop"
"fox, snatch, lion"
"finger, tap, door"
"spatula, drain, pond"
"knee, chafe, dog"
"pen, sever, shirt"
"nail, scratch, air"
"woman, fold, house"
"saw, chop, water"
"snake, curb, door"
"scissors, damage, water"
"paper, burn, cloth"
"laptop, damage, cup"
"elephant, move, horse"
"man, kill, book"
"air, cool, house"
"faucet, pour, milk"
"eraser, erase, rust"
"girl, create, air"
"wall, halt, air"
"needle, knit, table"
"clown, chop, cream"
"dentist, capsize, ship"
"knife, slice, knife"
"child, wear, pumpkin"
"oil, lengthen, brick"
"feather, attack, air"
"elephant, spin, scooter"
"cake, hit, table"
"ant, tackle, ant"
"eraser, erase, water"
"girl, toss, turtle"
"man, poke, bear"
"ant, spin, bottle"
"fork, erect, horse"
"wolf, push, cup"
"elephant, throw, car"
"worm, fish, shark"
"girl, dig, sand"
"hand, grope, curtain"
"pillow, mask, rabbit"
"ant, tackle, cat"
"child, pull, car"
"pebbles, attach, sticker"
"donkey, kick, sand"
"student, lengthen, rubber"
"bear, carry, cable"
"building, crash, computer"
"woman, flip, table"
"oil, lengthen, cord"
"man, whisk, gravy"
"man, breed, water"
"scissors, trim, pillow"
"finger, tick, bush"
"rabbit, create, house"
"oil, wet, car"
"worm, spin, dumbbell"
"cat, lick, cloud"
"student, dump, mud"
"brick, construct, boat"
"elephant, push, pin"
"student, clench, air"
"cat, stomp, worm"
"woman, feed, wall"
"pipe, pour, water"
"infant, create, dust"
"scissors, trim, rug"
"bear, attack, turtle"
"boy, pluck, atom"
"man, roll, dumbbell"
"gorilla, grab, air"
"man, tackle, woman"
"hair, cool, air"
"woman, spin, ball"
"rock, etch, building"
"beak, tap, smoke"
"baker, bake, cake"
"ant, lift, weight"
"man, drink, rock"
"man, beat, boxer"
"elephant, clean, shirt"
"stick, scratch, girl"
"air, halt, traffic"
"baboon, steal, cake"
"stick, rip, shirt"
"infant, spin, car"
"ship, vent, air"
"hand, peel, apple"
"man, tackle, horse"
"bottle, ejaculate, gravy"
"dentist, breed, gorilla"
"bottle, leak, water"
"spatula, flatten, wheel"
"girl, eat, shovel"
"spatula, flatten, worm"
"belt, fasten, dog"
"knife, pierce, board"
"girl, crop, paper"
"freezer, freeze, man"
"women, kiss, bottle"
"knife, clip, pebbles"
"elephant, haul, truck"
"boat, shake, canoe"
"hand, rip, rug"
"worm, stomp, rock"
"worm, heave, pumpkin"
"knife, cut, shirt"
"girl, curb, smoke"
"dog, burn, ham"
"dog, yank, ant"
"elephant, slide, car"
"ant, shove, lion"
"ant, heave, dumbbell"
"cat, bite, rabbit"
"faucet, squirt, mud"
"monkey, chew, rice"
"fist, tap, wind"
"air, feed, wolf"
"shark, kill, lake"
"oil, heat, water"
"sword, slash, water"
"monkey, hug, cat"
"crane, lift, bar"
"man, fold, rock"
"elephant, swallow, man"
"wind, rub, meat"
"bear, wrestle, wolf"
"cat, strike, ball"
"stick, hook, cream"
"gorilla, close, stove"
"squid, grab, hand"
"ice, freeze, oil"
"grandma, sew, mittens"
"bag, contain, rabbit"
"elephant, throw, bus"
"man, pet, house"
"smoke, hit, wool"
"air, chafe, girl"
"girl, tick, box"
"rabbit, grip, dog"
"shovel, flip, mountain"
"dog, climb, cake"
"freezer, cool, water"
"chair, pour, milk"
"child, spin, cat"
"man, wrestle, gorilla"
"child, wear, shirt"
"rock, slam, chair"
"student, eat, lake"
"snake, climb, house"
"arms, bend, leg"
"snow, warm, wool"
"man, drain, air"
"child, pull, air"
"rabbit, clench, elephant"
"monkey, drink, air"
"claw, seize, air"
"chef, knead, clay"
"child, snatch, paper"
"air, poison, banana"
"clown, clean, boat"
"cat, strike, lake"
"woman, flip, water"
"glue, fuse, laptop"
"shovel, peel, orange"
"infant, grasp, hand"
"ball, strike, bus"
"man, climb, rabbit"
"gorilla, fry, meat"
"woman, cook, turkey"
"baby, pet, cat"
"elephant, ride, cat"
"tape, attach, sticker"
"bullet, pierce, ant"
"bush, chill, tree"
"baboon, slam, cup"
"elephant, tug, truck"
"chef, attack, rock"
"rope, fasten, air"
"tree, curb, train"
"food, poison, table"
"wool, damage, shirt"
"water, slam, cup"
"scooter, hurl, truck"
"bowl, dump, water"
"student, knit, paper"
"knife, sever, bear"
"boxer, attack, robber"
"hand, scrape, pebbles"
"air, peel, tree"
"rain, bury, scooter"
"ant, lengthen, dough"
"woman, drop, wind"
"scissors, clench, purse"
"woman, exhale, smoke"
"pot, beat, hands"
"bowl, spill, paper"
"faucet, squirt, water"
"cat, knead, cream"
"dog, grope, curtain"
"hand, grab, house"
"sun, chill, fire"
"lion, squash, water"
"broom, clean, room"
"pillow, etch, rock"
"hand, lengthen, dough"
"horse, cover, child"
"needle, poke, rice"
"glue, fuse, water"
"man, close, window"
"water, drag, bike"
"sign, halt, traffic"
"pillow, construct, boat"
"car, flatten, cup"
"dolphin, build, house"
"dentist, lengthen, house"
"hand, yank, teeth"
"dog, exhale, fume"
"tape, fuse, stick"
"dog, chew, building"
"rice, fill, cup"
"pillow, cover, vehicle"
"policeman, close, window"
"woman, smash, skyscraper"
"mud, beat, coal"
"kangaroo, kick, table"
"stick, sever, table"
"paper, flatten, cake"
"stove, warm, foot"
"man, pet, skyscraper"
"water, wet, purse"
"chef, spin, ball"
"man, fold, paper"
"cup, etch, lake"
"axe, chop, lettuce"
"chair, build, lake"
"faucet, squirt, key"
"cloth, rub, rubber"
"student, capsize, kayak"
"helicopter, lift, weight"
"horse, tug, dumbbell"
"man, tear, banana"
"knife, fracture, table"
"girl, damage, cup"
"hand, clench, desk"
"pipe, pour, legos"
"water, fuse, water"
"spatula, scrape, board"
"dolphin, open, bowl"
"policeman, crop, tree"
"hand, rip, table"
"girl, create, skyscraper"
"table, rub, rain"
"dirt, clean, house"
"dentist, whisk, sauce"
"man, grip, horse"
"step, curb, car"
"man, stroke, ant"
"fire, heat, girl"
"nail, scratch, smoke"
"man, strike, purse"
"man, pull, ant"
"freezer, freeze, girl"
"rock, sharpen, nail"
"man, curb, air"
"child, fix, man"
"chef, rub, pen"
"elephant, heave, pen"
"wind, chill, girl"
"pin, hook, fish"
"knife, tear, pebbles"
"dog, steal, elephant"
"chef, cook, wind"
"man, drain, ocean"
"worm, climb, hill"
"turtle, breed, dog"
"clown, grope, arm"
"infant, open, closet"
"clown, construct, window"
"spatula, dig, mud"
"woman, whisk, milk"
"pin, tick, rabbit"
"dog, push, cup"
"knife, trim, string"
"girl, drain, ocean"
"scissors, damage, shirt"
"student, vomit, cat"
"man, ride, bike"
"elephant, choke, policeman"
"rock, dampen, cloth"
"man, bend, elephant"
"knife, fracture, glass"
"water, drag, bag"
"monkey, steal, hill"
"man, bite, water"
"bag, contain, tree"
"man, stomp, horse"
"cloth, mask, building"
"bone, scrape, board"
"infant, snatch, car"
"clown, shake, car"
"infant, exhale, house"
"milk, slam, cup"
"skyscraper, vent, smoke"
"dog, eat, cat"
"closet, contain, house"
"sword, slash, shirt"
"hand, cut, gas"
"pillow, damage, rock"
"spoon, bend, paper"
"woman, tug, leaf"
"sun, beat, cereal"
"dog, drag, elephant"
"bush, lick, frosting"
"dog, shake, elephant"
"stick, slam, oil"
"pillow, rub, rock"
"man, throw, car"
"cloth, catch, pea"
"pen, dig, dirt"
"elephant, swallow, girl"
"policeman, breed, bird"
"dog, squash, grape"
"plane, contain, shells"
"crane, lift, pea"
"shirt, catch, knife"
"apple, catch, lion"
"arm, hook, skyscraper"
"water, dampen, rock"
"heat, fuse, pan"
"house, squirt, milk"
"woman, fold, skyscraper"
"cat, vomit, man"
"hand, wear, wool"
"atom, sever, dough"
"barber, cook, rabbit"
"truck, dump, bush"
"ant, pack, dumbbell"
"man, jail, dog"
"zebra, kill, skyscraper"
"ant, stroke, elephant"
"man, poison, dog"
"arm, hold, house"
"man, drive, house"
"gorilla, choke, infant"
"child, draw, pumpkin"
"goat, eat, rice"
"heel, chafe, dog"
"clown, drive, truck"
"car, pull, truck"
"man, choke, elephant"
"bird, stretch, snake"
"table, yank, arm"
"ice, warm, bush"
"hand, stretch, scissors"
"wall, halt, person"
"water, catch, ball"
"fist, tap, smoke"
"baboon, toss, ant"
"cat, wrestle, pin"
"worm, bend, lion"
"policeman, stomp, spoon"
"barber, clip, book"
"hand, grope, air"
"cake, hit, closet"
"raft, carry, ship"
"man, push, plastic"
"tissue, rip, paper"
"rope, yank, chair"
"man, enter, house"
"truck, move, vapor"
"man, open, bottle"
"lake, fuse, shirt"
"hand, fold, shirt"
"knife, sharpen, log"
"fire, heat, man"
"nose, puff, oxygen"
"worm, drink, mud"
"chef, capsize, raft"
"tube, squirt, spatula"
"man, catch, air"
"ant, shake, door"
"man, clench, eye"
"boy, pluck, ant"
"girl, toss, pizza"
"water, close, bottle"
"rabbit, chew, carrot"
"rabbit, cook, turkey"
"lake, beat, rust"
"rabbit, erect, house"
"dagger, mince, oil"
"kid, construct, chair"
"lion, slide, kid"
"cloth, rub, meat"
"freezer, chill, juice"
"man, punch, wall"
"dolphin, ride, bike"
"man, seize, child"
"zebra, kill, man"
"grass, dig, dirt"
"woman, lengthen, knife"
"child, tackle, car"
"child, swallow, pillow"
"chainsaw, trim, tree"
"closet, chafe, girl"
"calculator, count, water"
"horse, tug, car"
"cloth, absorb, oil"
"victim, attack, rock"
"woman, cover, cloud"
"crow, snatch, tree"
"bird, construct, nest"
"rope, sew, dress"
"ship, capsize, boat"
"gas, drag, cart"
"dog, fold, table"
"elephant, breed, gorilla"
"man, bury, corpse"
"shovel, scrape, plate"
"clown, drink, cup"
"robot, drive, train"
"brick, mince, bread"
"bush, bury, rice"
"sponge, absorb, sunlight"
"bone, fracture, candy"
"man, seize, infant"
"stove, burn, turtle"
"house, cool, bike"
"net, catch, ball"
"truck, dump, gravel"
"spatula, scrape, smoke"
"sponge, absorb, rain"
"skyscraper, punch, wall"
"dagger, mince, paper"
"pipe, pour, house"
"lion, roll, rock"
"sword, slice, smoke"
"air, warm, log"
"spatula, poke, air"
"student, crop, plant"
"milk, wet, sand"
"woman, drop, grass"
"brush, break, chair"
"man, tear, tree"
"barber, pack, book"
"boat, chafe, spatula"
"scissors, hurt, leg"
"hand, grip, shirt"
"shirt, crop, bush"
"scissors, dump, house"
"horse, yank, arm"
"knife, etch, rock"
"toe, stroke, cloud"
"knife, sever, pebbles"
"barrier, halt, girl"
"hand, rotate, pen"
"saw, mince, meat"
"sword, hurt, house"
"baker, bake, chair"
"man, fry, apple"
"man, create, door"
"sun, heat, water"
"child, spill, apple"
"man, toss, smoke"
"pebbles, crash, shirt"
"dentist, choke, clown"
"cat, pet, cup"
"air, knead, cake"
"boy, punch, bus"
"pillow, mask, elephant"
"man, film, jeans"
"man, dump, cake"
"rock, sharpen, scissors"
"child, snatch, car"
"car, squash, skyscraper"
"child, fish, spatula"
"man, dampen, air"
"woman, chafe, air"
"chef, breed, dog"
"hand, stretch, knife"
"car, push, leaf"
"ant, wear, carpet"
"finger, etch, car"
"ant, sew, blanket"
"engineer, build, shelf"
"scissors, scratch, toe"
"superman, bend, lace"
"chef, draw, pumpkin"
"lion, drag, skyscraper"
"pipe, ejaculate, air"
"car, cover, face"
"fist, tap, finger"
"bear, vomit, tree"
"child, shake, skyscraper"
"elephant, ride, monkey"
"ape, kiss, bear"
"house, draw, pumpkin"
"dog, puff, vapor"
"woman, fish, house"
"spatula, sever, paper"
"girl, climb, oil"
"policeman, count, cat"
"car, pull, hill"
"table, heat, cup"
"spatula, rip, dough"
"woman, grip, air"
"girl, climb, skyscraper"
"building, vent, smoke"
"glue, fuse, monkey"
"bread, cut, rock"
"wind, mask, computer"
"hand, spin, wall"
"cup, pour, sand"
"woman, knit, shirt"
"clown, climb, house"
"woman, vomit, dumbbell"
"nose, exhale, wind"
"needle, hurt, head"
"woman, whisk, air"
"child, stomp, grape"
"sun, cool, water"
"child, fish, branch"
"nose, pull, rope"
"dog, attack, scooter"
"clown, burn, oil"
"student, break, water"
"finger, stroke, paper"
"child, haul, ant"
"chainsaw, trim, bush"
"glue, fuse, dog"
"fire, warm, water"
"finger, tick, dog"
"hand, stretch, rock"
"man, chop, rabbit"
"baker, bite, cake"
"horse, kick, table"
"lion, slide, tree"
"horse, bake, bear"
"dog, crush, plant"
"hand, pierce, paper"
"fire, crop, paper"
"child, grip, bread"
"man, stretch, shirt"
"wolf, slide, tree"
"octopus, grope, curtain"
"infant, count, pebbles"
"belt, fasten, rain"
"man, cook, bug"
"horse, tackle, elephant"
"cat, swallow, pin"
"man, bury, book"
"basket, carry, house"
"hand, fold, pillow"
"monkey, grasp, water"
"scissors, rip, shirt"
"women, kiss, smoke"
"beans, attack, horse"
"dog, lick, air"
"infant, count, rust"
"elephant, squash, water"
"bear, bite, girl"
"tree, lick, frosting"
"finger, scratch, mud"
"man, clench, water"
"brick, hurt, ocean"
"man, cook, oven"
"child, rotate, house"
"tube, ejaculate, chair"
"child, grip, water"
"child, shove, pond"
"man, shove, infant"
"wind, cut, oil"
"mouth, squirt, milk"
"elephant, draw, phone"
"student, chill, water"
"chef, bake, cookie"
"shovel, erase, mud"
"brother, heave, bag"
"knife, scratch, toe"
"cat, toss, student"
"cat, knit, rug"
"worm, eat, chicken"
"hand, wear, glove"
"knife, slice, rock"
"gorilla, heave, paper"
"bottle, spill, smoke"
"sword, fracture, glass"
"finger, stroke, vapor"
"tube, ejaculate, oil"
"ice, freeze, pebbles"
"man, attach, letter"
"pancake, flatten, car"
"finger, hook, train"
"knife, fracture, air"
"girl, lengthen, pillow"
"monkey, roll, log"
"bowl, hold, dog"
"lion, wear, boat"
"coal, attack, air"
"camel, fill, bowl"
"dog, drop, spatula"
"finger, tick, cat"
"beak, tap, finger"
"man, create, air"
"woman, cook, beer"
"truck, haul, feather"
"man, rotate, monkey"
"woman, eat, air"
"pillow, etch, pebbles"
"tube, squirt, oil"
"shovel, flip, dog"
"ant, build, castle"
"leopard, drink, oil"
"chef, stroke, cat"
"student, vomit, pebbles"
"officer, jail, clown"
"child, slam, door"
"man, chafe, cup"
"wool, chafe, milk"
"cup, pour, rice"
"man, flip, lion"
"man, knead, knife"
"dog, heat, moon"
"spoon, etch, wheel"
"dagger, mince, vapor"
"girl, whisk, dust"
"lion, film, cake"
"ant, wrestle, student"
"elephant, slide, boat"
"rabbit, erect, skyscraper"
"ant, mask, water"
"policeman, halt, oil"
"oil, fry, lizard"
"horse, toss, student"
"pipe, puff, sand"
"cup, trim, rabbit"
"horse, toss, monkey"
"nose, puff, smoke"
"girl, erect, wall"
"chicken, chop, tree"
"rabbit, clean, air"
"knife, tear, rug"
"infant, sew, boat"
"pebbles, strike, cloud"
"girl, choke, elephant"
"child, tug, bus"
"horse, tug, air"
"mouse, enter, basket"
"truck, move, air"
"pin, knit, table"
"infant, fold, cloth"
"water, wet, book"
"net, hold, dog"
"elephant, stomp, man"
"smoke, freeze, wolf"
"scissors, scrape, oil"
"man, erect, tree"
"rain, dampen, girl"
"dumbbell, tick, table"
"man, flip, elephant"
"man, lengthen, string"
"raft, capsize, ship"
"stick, sever, chair"
"ant, tug, table"
"mouse, enter, cup"
"elephant, vomit, bear"
"monkey, eat, banana"
"leopard, drink, water"
"elephant, spin, smoke"
"student, jail, woman"
"girl, drain, water"
"child, throw, vapor"
"woman, grasp, house"
"women, kiss, girlfriend"
"man, seize, elephant"
"paper, slice, dog"
"chair, warm, foot"
"cup, beat, gorilla"
"boat, flatten, cup"
"hand, spin, bottle"
"man, capsize, house"
"man, crop, air"
"infant, steal, air"
"club, crush, egg"
"brother, hurt, leg"
"soil, absorb, rain"
"hand, stretch, rope"
"person, chafe, sand"
"man, hurl, woman"
"truck, move, pebbles"
"man, wrestle, worm"
"lake, chill, moon"
"butterfly, breed, water"
"water, wet, oil"
"net, catch, stick"
"oven, destroy, cake"
"cat, toss, ant"
"feather, crush, rock"
"woman, wear, rug"
"milk, wet, wool"
"knife, trim, arm"
"water, cut, man"
"nail, fasten, rain"
"infant, whisk, sauce"
"woman, grip, shirt"
"dog, move, cat"
"infant, crush, worm"
"cup, chop, scissors"
"finger, bite, man"
"girl, close, book"
"chef, pack, elephant"
"girl, clip, oil"
"man, tear, knife"
"hand, leak, blood"
"car, push, bear"
"boat, contain, dog"
"hand, lengthen, rabbit"
